"","profile_id","app_id","begin_date","end_date","amount","product","status","lodging_cnt","repayment_ratio","bad","can_be_bad","loan_num"
"1",14,219,2018-04-16,2018-05-14,300,"START","CLOSED",0,1.12,FALSE,TRUE,1
"2",30,322,2018-04-17,2018-05-02,1100,"START","CLOSED",0,1.09,FALSE,TRUE,1
"3",16,304,2018-04-17,2018-04-22,500,"START","CLOSED",0,1.09,FALSE,TRUE,1
"4",54,334,2018-04-18,2018-04-23,300,"START","CLOSED",0,1.09,FALSE,TRUE,1
"5",66,344,2018-04-18,2018-04-19,400,"START","CLOSED",0,1.09,FALSE,TRUE,1
"6",369,426,2018-04-19,2018-04-24,300,"START","CLOSED",0,1.09,FALSE,TRUE,1
"7",369,463,2018-04-19,2018-04-21,300,"START","CLOSED",0,1.09,FALSE,TRUE,2
"8",30,484,2018-04-19,2018-04-20,300,"START","CLOSED",0,1.09,FALSE,TRUE,2
"9",16,476,2018-04-19,2018-04-24,300,"START","CLOSED",0,1.09,FALSE,TRUE,2
"10",66,568,2018-04-20,2018-04-23,300,"START","CLOSED",0,1.09,FALSE,TRUE,2
"11",731,721,2018-04-23,2018-04-30,300,"START","CLOSED",0,1.09,FALSE,TRUE,1
"12",821,739,2018-04-23,2018-04-30,300,"START","CLOSED",0,1.34983333333333,FALSE,TRUE,1
"13",819,736,2018-04-23,2018-04-28,300,"START","CLOSED",0,1.09,FALSE,TRUE,1
"14",232,704,2018-04-23,2018-04-24,300,"START","CLOSED",0,1.09,FALSE,TRUE,1
"15",719,824,2018-04-24,2018-05-02,700,"START","CLOSED",0,1.108,FALSE,TRUE,1
"16",979,865,2018-04-25,2018-05-02,300,"START","CLOSED",0,1.126,FALSE,TRUE,1
"17",987,868,2018-04-25,2018-05-03,300,"START","CLOSED",0,1.29486666666667,FALSE,TRUE,1
"18",891,851,2018-04-25,2018-05-03,400,"START","CLOSED",0,1.126,FALSE,TRUE,1
"19",971,857,2018-04-25,2018-04-30,300,"START","CLOSED",0,1.09,FALSE,TRUE,1
"20",899,946,2018-04-26,2018-05-03,300,"START","CLOSED",0,1.30213333333333,FALSE,TRUE,1
"21",1112,950,2018-04-26,2018-05-03,300,"START","CLOSED",0,1.1658,FALSE,TRUE,1
"22",14,937,2018-04-26,2018-04-27,300,"START","CLOSED",0,1.19743333333333,FALSE,TRUE,2
"23",66,1033,2018-04-27,2018-04-28,300,"START","CLOSED",0,1.09,FALSE,TRUE,3
"24",369,1024,2018-04-27,2018-04-30,300,"START","CLOSED",0,1.09,FALSE,TRUE,3
"25",14,2111,2018-05-11,2018-06-08,300,"START","CLOSED",0,1.108,FALSE,TRUE,3
"26",16,2555,2018-05-17,2018-05-22,300,"START","CLOSED",0,1.09,FALSE,TRUE,3
"27",30,2544,2018-05-17,2018-05-20,300,"START","CLOSED",0,1.09,FALSE,TRUE,3
"28",369,2678,2018-05-17,2018-05-26,300,"START","CLOSED",0,1.09,FALSE,TRUE,4
"29",54,2552,2018-05-17,2018-05-22,300,"START","CLOSED",0,1.09,FALSE,TRUE,2
"30",891,3273,2018-05-28,2018-06-04,700,"START","CLOSED",0,1.09,FALSE,TRUE,2
"31",14,3390,2018-05-30,2018-06-27,300,"START","CLOSED",0,1.09,FALSE,TRUE,4
"32",4248,3457,2018-05-30,2018-06-27,2000,"START","CLOSED",0,1.918695,FALSE,TRUE,1
"33",30,3409,2018-05-30,2018-06-04,300,"START","CLOSED",0,1.09,FALSE,TRUE,4
"34",66,3415,2018-05-30,2018-06-05,300,"START","CLOSED",0,1.15376666666667,FALSE,TRUE,4
"35",4429,3578,2018-05-30,2018-06-01,400,"START","CLOSED",0,1.09,FALSE,TRUE,1
"36",5229,4367,2018-06-03,2018-06-20,1500,"START","OVERDUE",0,0,TRUE,TRUE,1
"37",5375,4502,2018-06-04,2018-06-19,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"38",5527,4654,2018-06-05,2018-07-01,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"39",5592,4721,2018-06-06,2018-07-03,300,"START","CLOSED",0,1.09,FALSE,TRUE,1
"40",5585,4715,2018-06-06,2018-06-30,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"41",5613,4744,2018-06-07,2018-07-03,2000,"START","CLOSED",0,1.09,FALSE,TRUE,1
"42",5709,4879,2018-06-07,2018-06-28,1100,"START","OVERDUE",0,0,TRUE,TRUE,1
"43",5960,5124,2018-06-08,2018-07-06,2000,"START","CLOSED",0,1.09,FALSE,TRUE,1
"44",5923,5089,2018-06-08,2018-06-23,1000,"START","CLOSED",0,1.108,FALSE,TRUE,1
"45",5824,5005,2018-06-08,2018-06-18,1000,"START","OVERDUE",0,0,TRUE,TRUE,1
"46",6048,5203,2018-06-09,2018-07-07,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"47",1659,5146,2018-06-09,2018-07-04,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"48",6105,5258,2018-06-09,2018-06-14,1000,"START","CLOSED",0,1.09,FALSE,TRUE,1
"49",6090,5250,2018-06-09,2018-07-04,1700,"START","CLOSED",0,1.234,FALSE,TRUE,1
"50",6037,5190,2018-06-09,2018-07-07,800,"START","OVERDUE",0,0,TRUE,TRUE,1
"51",6161,5322,2018-06-10,2018-06-27,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"52",6120,5276,2018-06-10,2018-06-24,800,"START","CLOSED",0,1.09,FALSE,TRUE,1
"53",6218,5367,2018-06-10,2018-06-30,1000,"START","OVERDUE",0,0,TRUE,TRUE,1
"54",6145,5311,2018-06-10,2018-06-24,1000,"START","CLOSED",0,1.252,FALSE,TRUE,1
"55",6177,5342,2018-06-10,2018-07-07,2000,"START","CLOSED",0,1.468,FALSE,TRUE,1
"56",6690,5790,2018-06-11,2018-07-09,2000,"START","CLOSED",0,1.09,FALSE,TRUE,1
"57",6105,5478,2018-06-11,2018-06-19,1400,"START","CLOSED",0,1.44285,FALSE,TRUE,2
"58",6686,5765,2018-06-11,2018-06-25,800,"START","CLOSED",0,2.056525,FALSE,TRUE,1
"59",6561,5753,2018-06-11,2018-07-05,2000,"START","CLOSED",0,1.216,FALSE,TRUE,1
"60",6327,5555,2018-06-11,2018-07-09,2000,"START","CLOSED",0,1.504,FALSE,TRUE,1
"61",6697,5797,2018-06-11,2018-06-21,1000,"START","CLOSED",0,1.63296,FALSE,TRUE,1
"62",6416,5507,2018-06-11,2018-07-08,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"63",6765,5857,2018-06-11,2018-06-29,2000,"START","OVERDUE",0,0.25,NA,TRUE,1
"64",6959,6026,2018-06-12,2018-06-20,1900,"START","CLOSED",0,1.09,FALSE,TRUE,1
"65",5613,5879,2018-06-12,2018-07-07,2000,"START","OVERDUE",0,0.1,NA,TRUE,2
"66",7189,6256,2018-06-12,2018-06-22,2000,"START","CLOSED",0,1.18,FALSE,TRUE,1
"67",1814,5979,2018-06-12,2018-07-04,2000,"START","CLOSED",0,1.09,FALSE,TRUE,1
"68",7125,6196,2018-06-12,2018-06-26,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"69",6981,6090,2018-06-12,2018-06-27,2000,"START","OVERDUE",0,0.0025,TRUE,TRUE,1
"70",6512,5629,2018-06-12,2018-06-20,600,"START","OVERDUE",0,0,TRUE,TRUE,1
"71",7170,6235,2018-06-12,2018-07-02,1300,"START","CLOSED",0,1.144,FALSE,TRUE,1
"72",7094,6177,2018-06-12,2018-07-10,2000,"START","CLOSED",0,1.396,FALSE,TRUE,1
"73",7535,6599,2018-06-13,2018-07-10,2000,"START","CLOSED",0,1.09,FALSE,TRUE,1
"74",7528,6616,2018-06-13,2018-06-21,2000,"START","CLOSED",0,1.126,FALSE,TRUE,1
"75",7374,6417,2018-06-13,2018-07-11,1000,"START","CLOSED",0,1.144,FALSE,TRUE,1
"76",7600,6672,2018-06-13,2018-07-08,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"77",7595,6664,2018-06-13,2018-07-03,2000,"START","CLOSED",0,1.108,FALSE,TRUE,1
"78",7689,6769,2018-06-13,2018-07-10,1500,"START","CLOSED",0,3.17176666666667,FALSE,TRUE,1
"79",7648,6724,2018-06-13,2018-06-28,2000,"START","CLOSED",0,1.288,FALSE,TRUE,1
"80",7806,6946,2018-06-14,2018-07-12,1000,"START","CLOSED",0,1.09,FALSE,TRUE,1
"81",7812,6956,2018-06-14,2018-07-12,2000,"START","CLOSED",0,3.1948,FALSE,TRUE,1
"82",8023,7149,2018-06-14,2018-07-12,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"83",7831,6966,2018-06-14,2018-07-01,900,"START","OVERDUE",0,0,TRUE,TRUE,1
"84",1814,6960,2018-06-14,2018-07-12,2000,"START","OVERDUE",0,0,TRUE,TRUE,2
"85",8339,7469,2018-06-14,2018-07-12,500,"START","OVERDUE",0,0,TRUE,TRUE,1
"86",8179,7294,2018-06-14,2018-07-12,700,"START","CLOSED",0,2.43082857142857,FALSE,TRUE,1
"87",5342,7518,2018-06-15,2018-07-13,500,"START","CLOSED",0,3.19508,FALSE,TRUE,1
"88",8763,7846,2018-06-15,2018-06-25,800,"START","CLOSED",0,1.09,FALSE,TRUE,1
"89",8765,7834,2018-06-15,2018-07-13,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"90",8641,7740,2018-06-15,2018-06-22,900,"START","OVERDUE",0,0,TRUE,TRUE,1
"91",5923,7675,2018-06-15,2018-06-30,2000,"START","CLOSED",0,1.27,FALSE,TRUE,2
"92",8963,8045,2018-06-15,2018-07-04,2000,"START","CLOSED",0,1.36,FALSE,TRUE,1
"93",8861,7958,2018-06-15,2018-07-07,400,"START","CLOSED",0,1.432,FALSE,TRUE,1
"94",8937,8015,2018-06-15,2018-07-13,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"95",8829,7898,2018-06-15,2018-07-05,1000,"START","OVERDUE",0,0,TRUE,TRUE,1
"96",9149,8207,2018-06-16,2018-06-25,2000,"START","CLOSED",0,1.414055,FALSE,TRUE,1
"97",9054,8107,2018-06-16,2018-07-12,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"98",9126,8180,2018-06-16,2018-07-04,1000,"START","CLOSED",0,1.324,FALSE,TRUE,1
"99",9154,8214,2018-06-16,2018-07-02,1100,"START","OVERDUE",0,0,TRUE,TRUE,1
"100",9187,8267,2018-06-16,2018-07-06,2000,"START","CLOSED",0,1.36,FALSE,TRUE,1
"101",9179,8241,2018-06-16,2018-06-26,2000,"START","CLOSED",0,1.198,FALSE,TRUE,1
"102",9028,8081,2018-06-16,2018-07-06,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"103",9360,8376,2018-06-17,2018-07-01,1600,"START","OVERDUE",0,0,TRUE,TRUE,1
"104",9350,8346,2018-06-17,2018-07-03,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"105",6959,8411,2018-06-17,2018-07-01,2000,"START","CLOSED",0,1.216,FALSE,TRUE,2
"106",9301,8307,2018-06-17,2018-07-15,2000,"START","CLOSED",0,1.54,FALSE,TRUE,1
"107",1158,8288,2018-06-17,2018-07-15,1000,"START","CLOSED",0,1.45,FALSE,TRUE,1
"108",9489,8460,2018-06-17,2018-06-27,1200,"START","CLOSED",0,2.61485833333333,FALSE,TRUE,1
"109",9602,8639,2018-06-18,2018-06-28,1000,"START","CLOSED",0,1.09,FALSE,TRUE,1
"110",9768,8753,2018-06-18,2018-06-25,2000,"START","CLOSED",0,1.93885,FALSE,TRUE,1
"111",9849,8824,2018-06-18,2018-06-28,1900,"START","CLOSED",0,1.09,FALSE,TRUE,1
"112",9562,8559,2018-06-18,2018-07-15,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"113",9565,8565,2018-06-18,2018-07-08,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"114",9568,8572,2018-06-18,2018-07-09,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"115",9810,8791,2018-06-18,2018-06-25,1500,"START","OVERDUE",0,0,TRUE,TRUE,1
"116",9547,8525,2018-06-18,2018-07-16,2000,"START","CLOSED",0,1.468,FALSE,TRUE,1
"117",9756,8746,2018-06-18,2018-07-11,2000,"START","CLOSED",0,1.414,FALSE,TRUE,1
"118",9670,8703,2018-06-18,2018-07-02,1000,"START","CLOSED",0,1.162,FALSE,TRUE,1
"119",9556,8549,2018-06-18,2018-07-09,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"120",10044,8987,2018-06-19,2018-07-05,2000,"START","CLOSED",0,1.288,FALSE,TRUE,1
"121",10163,9082,2018-06-19,2018-07-09,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"122",9991,8930,2018-06-19,2018-07-09,1500,"START","OVERDUE",0,0,TRUE,TRUE,1
"123",7542,9076,2018-06-19,2018-07-01,1600,"START","OVERDUE",0,0,TRUE,TRUE,1
"124",9936,8903,2018-06-19,2018-06-29,400,"START","CLOSED",0,1.18,FALSE,TRUE,1
"125",10098,9006,2018-06-19,2018-07-16,2000,"START","CLOSED",0,1.486,FALSE,TRUE,1
"126",9976,8919,2018-06-19,2018-07-09,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"127",10356,9284,2018-06-20,2018-06-30,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"128",10430,9295,2018-06-20,2018-07-06,1200,"START","CLOSED",0,2.91724166666667,FALSE,TRUE,1
"129",10197,9113,2018-06-20,2018-07-04,2000,"START","CLOSED",0,1.27,FALSE,TRUE,1
"130",369,9412,2018-06-20,2018-06-24,300,"START","CLOSED",0,1.108,FALSE,TRUE,5
"131",10291,9258,2018-06-20,2018-07-12,2000,"START","CLOSED",0,1.396,FALSE,TRUE,1
"132",10678,9527,2018-06-21,2018-07-05,300,"START","CLOSED",0,1.09,FALSE,TRUE,1
"133",11056,9847,2018-06-21,2018-07-11,1800,"START","CLOSED",0,1.09,FALSE,TRUE,1
"134",10896,9798,2018-06-21,2018-07-19,2000,"START","CLOSED",0,2.463315,FALSE,TRUE,1
"135",11206,9935,2018-06-22,2018-07-20,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"136",9201,9965,2018-06-22,2018-07-02,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"137",11273,9995,2018-06-22,2018-07-07,1400,"START","CLOSED",0,2.368,FALSE,TRUE,1
"138",11202,9930,2018-06-22,2018-07-18,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"139",11362,10067,2018-06-22,2018-07-20,900,"START","OVERDUE",0,0,TRUE,TRUE,1
"140",11128,9873,2018-06-22,2018-07-20,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"141",11291,10007,2018-06-22,2018-07-20,2000,"START","CLOSED",0,1.54,FALSE,TRUE,1
"142",11303,10012,2018-06-22,2018-07-02,1500,"START","OVERDUE",0,1.33333333333333,FALSE,TRUE,1
"143",10678,9907,2018-06-22,2018-07-20,2000,"START","OVERDUE",0,0,TRUE,TRUE,2
"144",7374,9913,2018-06-22,2018-07-20,2000,"START","OVERDUE",0,0,TRUE,TRUE,2
"145",11593,10210,2018-06-22,2018-07-05,1000,"START","CLOSED",0,1.31253,FALSE,TRUE,1
"146",11321,10038,2018-06-22,2018-07-20,2000,"START","CLOSED",0,1.54,FALSE,TRUE,1
"147",11889,10533,2018-06-23,2018-07-14,2000,"START","CLOSED",0,1.68855,FALSE,TRUE,1
"148",30,10421,2018-06-23,2018-06-28,300,"START","CLOSED",0,1.09,FALSE,TRUE,5
"149",11805,10463,2018-06-23,2018-07-15,1600,"START","OVERDUE",0,0,TRUE,TRUE,1
"150",7170,9770,2018-06-23,2018-07-21,2000,"START","OVERDUE",0,0,TRUE,TRUE,2
"151",11599,10539,2018-06-23,2018-07-21,2000,"START","OVERDUE",0,5e-04,TRUE,TRUE,1
"152",12070,10690,2018-06-24,2018-06-25,300,"START","CLOSED",0,1.09,FALSE,TRUE,1
"153",12005,10639,2018-06-24,2018-06-29,1500,"START","CLOSED",0,1.09,FALSE,TRUE,1
"154",12237,10846,2018-06-24,2018-07-17,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"155",6090,10860,2018-06-24,2018-07-21,2000,"START","CLOSED",0,1.6437,FALSE,TRUE,2
"156",12098,10736,2018-06-24,2018-07-10,1300,"START","CLOSED",0,1.40611538461538,FALSE,TRUE,1
"157",12362,10919,2018-06-25,2018-07-21,1400,"START","OVERDUE",0,0,TRUE,TRUE,1
"158",6424,5527,2018-06-25,2018-07-07,1900,"START","CLOSED",0,2.23423157894737,FALSE,TRUE,1
"159",12734,11165,2018-06-26,2018-07-01,300,"START","CLOSED",0,1.09,FALSE,TRUE,1
"160",12924,11366,2018-06-26,2018-07-20,1500,"START","OVERDUE",0,0,TRUE,TRUE,1
"161",12591,11212,2018-06-26,2018-07-04,1900,"START","OVERDUE",0,0,TRUE,TRUE,1
"162",13482,11590,2018-06-27,2018-07-15,1900,"START","OVERDUE",0,0,TRUE,TRUE,1
"163",13286,11461,2018-06-27,2018-07-17,500,"START","CLOSED",0,1.09,FALSE,TRUE,1
"164",13379,11573,2018-06-27,2018-07-25,1000,"START","OVERDUE",0,0,TRUE,TRUE,1
"165",13358,11530,2018-06-27,2018-07-17,1300,"START","OVERDUE",0,0.769261538461538,NA,TRUE,1
"166",13601,11651,2018-06-27,2018-07-17,2000,"START","CLOSED",0,1.234,FALSE,TRUE,1
"167",13311,11472,2018-06-27,2018-06-28,300,"START","OVERDUE",0,0,TRUE,TRUE,1
"168",12070,11457,2018-06-27,2018-07-11,1000,"START","OVERDUE",0,0,TRUE,TRUE,2
"169",5960,11594,2018-06-27,2018-07-11,1000,"START","CLOSED",0,2.27688,FALSE,TRUE,2
"170",13462,11586,2018-06-27,2018-07-17,2000,"START","CLOSED",0,1.306,FALSE,TRUE,1
"171",13963,11933,2018-06-27,2018-07-04,700,"START","CLOSED",0,1.144,FALSE,TRUE,1
"172",13244,11439,2018-06-27,2018-07-19,300,"START","OVERDUE",0,0,TRUE,TRUE,1
"173",14189,12100,2018-06-28,2018-07-22,1300,"START","OVERDUE",0,0,TRUE,TRUE,1
"174",6561,11811,2018-06-28,2018-07-14,2000,"START","OVERDUE",0,0,TRUE,TRUE,2
"175",14205,12111,2018-06-28,2018-07-26,1300,"START","CLOSED",0,1.144,FALSE,TRUE,1
"176",14573,12418,2018-06-28,2018-07-12,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"177",10478,12124,2018-06-28,2018-07-12,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"178",14882,12617,2018-06-29,2018-07-14,2000,"START","CLOSED",0,1.09,FALSE,TRUE,1
"179",14999,12698,2018-06-29,2018-07-27,1000,"START","OVERDUE",0,0,TRUE,TRUE,1
"180",851,12422,2018-06-29,2018-07-27,1000,"START","CLOSED",0,1.27,FALSE,TRUE,1
"181",14711,12508,2018-06-29,2018-07-27,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"182",14859,12605,2018-06-29,2018-07-13,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"183",14976,12686,2018-06-29,2018-07-27,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"184",15008,12709,2018-06-29,2018-07-27,2000,"START","CLOSED",0,3.1948,FALSE,TRUE,1
"185",15206,12845,2018-06-30,2018-07-28,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"186",15310,12928,2018-07-01,2018-07-27,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"187",12655,13384,2018-07-02,2018-07-30,1100,"START","CLOSED",0,1.09,FALSE,TRUE,1
"188",15936,13420,2018-07-02,2018-07-12,2000,"START","CLOSED",0,1.162,FALSE,TRUE,1
"189",1409,13332,2018-07-02,2018-07-29,1800,"START","OVERDUE",0,0.277777777777778,NA,TRUE,1
"190",15759,13283,2018-07-02,2018-07-14,2000,"START","CLOSED",0,1.126,FALSE,TRUE,1
"191",13347,13389,2018-07-02,2018-07-16,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"192",15838,13362,2018-07-02,2018-07-28,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"193",16563,13990,2018-07-03,2018-07-26,2000,"START","OVERDUE",0,0.125,NA,TRUE,1
"194",39,13618,2018-07-03,2018-07-31,2000,"START","CLOSED",0,1.09,FALSE,TRUE,1
"195",16435,13919,2018-07-03,2018-07-30,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"196",16491,13935,2018-07-03,2018-07-31,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"197",16493,13945,2018-07-03,2018-07-31,2000,"START","CLOSED",0,1.54,FALSE,TRUE,1
"198",16364,13853,2018-07-03,2018-07-28,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"199",16299,13796,2018-07-03,2018-07-14,1000,"START","OVERDUE",0,0,TRUE,TRUE,1
"200",16516,13959,2018-07-03,2018-07-31,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"201",16105,13597,2018-07-03,2018-07-17,2000,"START","CLOSED",0,1.306,FALSE,TRUE,1
"202",8472,14072,2018-07-04,2018-08-01,1100,"START","CLOSED",0,1.09,FALSE,TRUE,1
"203",9670,14180,2018-07-04,2018-08-01,2000,"START","CLOSED",0,1.234,FALSE,TRUE,2
"204",2399,14206,2018-07-04,2018-08-01,800,"START","OVERDUE",0,0,TRUE,TRUE,1
"205",16875,14230,2018-07-04,2018-08-01,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"206",16868,14171,2018-07-04,2018-08-01,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"207",15556,13886,2018-07-04,2018-07-30,1000,"START","OVERDUE",0,0,TRUE,TRUE,1
"208",16708,14037,2018-07-04,2018-07-06,300,"START","CLOSED",0,1.09,FALSE,TRUE,1
"209",6959,14022,2018-07-04,2018-07-19,2000,"START","CLOSED",0,1.54963,FALSE,TRUE,3
"210",17130,14757,2018-07-05,2018-08-02,2000,"START","CLOSED",0,1.342,FALSE,TRUE,1
"211",17119,14359,2018-07-05,2018-08-02,2000,"START","CLOSED",0,1.486,FALSE,TRUE,1
"212",17336,14606,2018-07-05,2018-07-30,500,"START","OVERDUE",0,0,TRUE,TRUE,1
"213",17290,14550,2018-07-05,2018-07-10,500,"START","CLOSED",0,1.09,FALSE,TRUE,1
"214",17146,14380,2018-07-05,2018-07-31,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"215",17062,14495,2018-07-05,2018-08-02,1000,"START","CLOSED",0,2.54638,FALSE,TRUE,1
"216",17378,14672,2018-07-05,2018-07-10,1500,"START","CLOSED",0,1.102,FALSE,TRUE,1
"217",17223,14457,2018-07-05,2018-07-15,1000,"START","OVERDUE",0,0,TRUE,TRUE,1
"218",17581,14840,2018-07-06,2018-08-03,2000,"START","OVERDUE",0,1.517,FALSE,TRUE,1
"219",17885,15161,2018-07-06,2018-07-31,1500,"START","CLOSED",0,3.12550666666667,FALSE,TRUE,1
"220",17791,15037,2018-07-06,2018-08-03,1900,"START","OVERDUE",0,0,TRUE,TRUE,1
"221",17883,15154,2018-07-06,2018-07-27,1000,"START","OVERDUE",0,0,TRUE,TRUE,1
"222",18125,15409,2018-07-07,2018-07-27,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"223",18115,15391,2018-07-07,2018-07-21,1000,"START","OVERDUE",0,0,TRUE,TRUE,1
"224",18106,15379,2018-07-07,2018-07-28,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"225",18166,15443,2018-07-07,2018-08-04,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"226",18262,15746,2018-07-08,2018-07-28,900,"START","OVERDUE",0,0,TRUE,TRUE,1
"227",18636,15858,2018-07-08,2018-08-05,2000,"START","CLOSED",0,1.09,FALSE,TRUE,1
"228",12576,16368,2018-07-09,2018-07-29,1200,"START","CLOSED",0,1.09,FALSE,TRUE,1
"229",18675,15915,2018-07-09,2018-07-23,1500,"START","OVERDUE",0,0,TRUE,TRUE,1
"230",19077,16322,2018-07-09,2018-07-25,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"231",19180,16415,2018-07-09,2018-07-29,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"232",19231,16448,2018-07-09,2018-08-06,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"233",19100,16337,2018-07-09,2018-08-06,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"234",19492,16678,2018-07-10,2018-08-07,2000,"START","CLOSED",0,1.522,FALSE,TRUE,1
"235",19447,16630,2018-07-10,2018-07-30,1500,"START","OVERDUE",0,0,TRUE,TRUE,1
"236",8963,16666,2018-07-10,2018-07-30,2000,"START","OVERDUE",0,0,TRUE,TRUE,2
"237",7094,17058,2018-07-10,2018-08-07,2000,"START","OVERDUE",0,0,TRUE,TRUE,2
"238",20592,17609,2018-07-11,2018-08-08,2000,"START","CLOSED",0,1.108,FALSE,TRUE,1
"239",19470,16653,2018-07-12,2018-08-05,2000,"START","CLOSED",0,2.43275,FALSE,TRUE,1
"240",21438,18413,2018-07-12,2018-07-13,300,"START","CLOSED",0,1.126,FALSE,TRUE,1
"241",9187,17827,2018-07-12,2018-08-09,2000,"START","CLOSED",0,1.486,FALSE,TRUE,2
"242",20864,17841,2018-07-12,2018-08-02,500,"START","CLOSED",0,1.306,FALSE,TRUE,1
"243",20919,17901,2018-07-12,2018-08-05,1000,"START","OVERDUE",0,0,TRUE,TRUE,1
"244",20806,17803,2018-07-12,2018-08-08,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"245",14205,18079,2018-07-12,2018-08-09,1500,"START","OVERDUE",0,0,TRUE,TRUE,2
"246",21440,18909,2018-07-13,2018-08-07,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"247",10044,18826,2018-07-13,2018-07-26,2000,"START","CLOSED",0,1.252,FALSE,TRUE,2
"248",21678,18636,2018-07-13,2018-08-09,2000,"START","CLOSED",0,1.396,FALSE,TRUE,1
"249",21817,18740,2018-07-13,2018-08-10,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"250",21741,18682,2018-07-13,2018-07-20,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"251",9602,19172,2018-07-13,2018-07-22,500,"START","CLOSED",0,1.1008,FALSE,TRUE,2
"252",21133,18086,2018-07-13,2018-08-02,1500,"START","OVERDUE",0,0,TRUE,TRUE,1
"253",22404,19339,2018-07-14,2018-08-02,1000,"START","CLOSED",0,1.09,FALSE,TRUE,1
"254",2527,19546,2018-07-14,2018-08-05,500,"START","CLOSED",0,1.396,FALSE,TRUE,1
"255",22678,19525,2018-07-14,2018-08-11,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"256",22443,19358,2018-07-14,2018-08-09,1900,"START","CLOSED",0,1.45,FALSE,TRUE,1
"257",9756,19308,2018-07-14,2018-08-09,2000,"START","OVERDUE",0,0,TRUE,TRUE,2
"258",22344,19253,2018-07-14,2018-08-11,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"259",22698,19549,2018-07-14,2018-08-09,1000,"START","CLOSED",0,1.45,FALSE,TRUE,1
"260",21399,18578,2018-07-14,2018-08-11,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"261",22338,19244,2018-07-14,2018-08-05,2000,"START","OVERDUE",0,0,TRUE,TRUE,1
"262",22787,19618,2018-07-15,2018-08-04,700,"START","OVERDUE",0,0,TRUE,TRUE,1
"263",22840,19652,2018-07-15,2018-08-09,600,"START","OVERDUE",0,0,TRUE,TRUE,1
"264",23182,19953,2018-07-15,2018-08-12,2000,"START","CLOSED",0,1.324,FALSE,TRUE,1
"265",23195,19979,2018-07-15,2018-08-12,1000,"START","OVERDUE",0,0,TRUE,TRUE,1
