status,product,credit_term,credit_amount,know_source,loan_purpose,passport_type,social_status,education,faculty,birthday,gender,family_status,children16,liv_equal,emp_type,income,income_period,income_next,exp_loans,cp_relation,app_rank,mphone_code,cp_phone_code,income_status,filling_time
1.0,1.0,0.5357142857142857,0.25,0.5,0.4444444444444444,1.0,0.5,0.8,0.2,0.8875174459176552,0.0,0.0,0.0,1.0,0.6,0.008333333333333333,0.75,5.3387359515954607e-05,0.008333333333333333,0.25,0.043478260869565216,1.0,0.6767676767676768,0.3333333333333333,0.06626561884229315
0.0,0.0,1.0,0.5,0.625,0.5555555555555556,1.0,0.75,0.6,0.6,0.6679605722260992,0.0,0.75,0.0,0.0,0.2,0.03333333333333333,0.75,1.916469315957345e-05,0.041666666666666664,0.0,0.043478260869565216,0.7373737373737373,0.9393939393939394,0.6666666666666666,0.0941303289519438
0.0,0.0,1.0,1.0,0.375,0.4444444444444444,1.0,0.75,0.4,0.2,0.39357990230286116,0.0,0.75,0.1,0.0,0.8,0.05,0.75,1.095125323404197e-05,0.0,0.0,0.043478260869565216,1.0,0.5050505050505051,0.6666666666666666,0.02306604539026821
0.0,1.0,0.7142857142857143,0.5,0.5,0.8888888888888888,1.0,0.75,0.6,0.2,0.6345516399162596,1.0,1.0,0.0,0.0,0.2,0.03333333333333333,0.75,1.095125323404197e-05,0.025,0.5,0.043478260869565216,0.9797979797979798,0.9797979797979798,0.6666666666666666,0.0816584370725827
1.0,0.0,0.35714285714285715,0.35,0.5,0.4444444444444444,1.0,0.75,0.4,0.8,0.5225488485694347,0.0,0.25,0.2,1.0,0.2,0.028333333333333332,0.5,0.0,0.0033333333333333335,0.0,0.043478260869565216,0.6767676767676768,0.6363636363636364,0.6666666666666666,0.07858682801307462
1.0,0.0,0.5357142857142857,0.375,0.5,0.3333333333333333,1.0,0.75,0.4,0.4,0.5244242847173761,1.0,1.0,0.0,1.0,0.2,0.02666666666666667,1.0,1.3689066542552463e-05,0.0013333333333333333,0.5,0.043478260869565216,0.6363636363636364,0.6363636363636364,0.6666666666666666,0.13566080163200964
0.0,0.0,0.75,1.0,0.375,0.1111111111111111,1.0,0.75,0.8,0.7,0.40858339148639217,1.0,1.0,0.0,1.0,0.2,0.018,0.75,9.582346579786724e-06,0.011666666666666667,1.0,0.043478260869565216,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.016563506966177526
0.0,1.0,0.35714285714285715,0.5,0.625,0.8888888888888888,1.0,0.75,0.6,0.4,0.46100837404047457,1.0,0.75,0.1,1.0,0.8,0.04833333333333333,0.75,8.213439925531478e-06,0.0,0.125,0.043478260869565216,1.0,0.9595959595959596,0.6666666666666666,0.4815471636877854
0.0,0.0,0.7142857142857143,1.0,0.375,0.8888888888888888,1.0,0.75,0.8,0.5,0.5958653175157014,1.0,0.75,0.1,1.0,1.0,0.13333333333333333,1.0,8.213439925531478e-06,0.03333333333333333,0.125,0.043478260869565216,0.7373737373737373,0.6767676767676768,0.6666666666666666,0.0403713749217609
1.0,1.0,1.0,0.5,0.375,0.0,1.0,1.0,0.6,0.4,0.35035764131193303,1.0,1.0,0.0,1.0,0.2,0.024666666666666667,0.5,5.475626617020985e-06,0.0,1.0,0.043478260869565216,0.6767676767676768,0.6767676767676768,0.6666666666666666,0.02654333866518302
0.0,0.0,0.7142857142857143,0.75,0.5,0.4444444444444444,1.0,0.75,0.2,0.2,0.5924197487787858,1.0,1.0,0.1,1.0,0.2,0.056666666666666664,0.75,2.600922643084968e-05,0.025,0.875,0.043478260869565216,0.98989898989899,0.6666666666666666,0.6666666666666666,0.10224401326007836
0.0,1.0,0.7142857142857143,0.5,0.625,0.8888888888888888,1.0,0.75,0.4,0.0,0.37212142358688066,0.0,1.0,0.0,0.0,0.8,0.04,0.75,1.3689066542552463e-05,0.008333333333333333,0.5,0.043478260869565216,0.9393939393939394,1.0,0.6666666666666666,0.46230614089992345
0.0,0.0,0.35714285714285715,0.25,0.625,0.6666666666666666,1.0,0.75,0.8,0.8,0.4670272156315422,1.0,1.0,0.0,1.0,0.2,0.03,1.0,1.916469315957345e-05,0.008333333333333333,0.125,0.043478260869565216,0.9595959595959596,0.6767676767676768,0.6666666666666666,0.02024943783758722
1.0,0.0,0.9642857142857143,0.5,0.625,0.4444444444444444,1.0,0.75,0.4,0.7,0.7441992323796232,0.0,0.5,0.1,1.0,1.0,0.04666666666666667,0.0,1.77957865053182e-05,0.04,0.5,0.043478260869565216,0.5050505050505051,0.5050505050505051,0.6666666666666666,0.05811716160140946
1.0,0.0,0.5,0.375,0.625,0.0,1.0,0.75,0.8,0.4,0.46318911374738314,1.0,1.0,0.0,1.0,0.8,0.02666666666666667,0.75,6.844533271276231e-06,0.03333333333333333,1.0,0.043478260869565216,0.6666666666666666,0.98989898989899,0.6666666666666666,0.028247212369891275
0.0,0.0,0.5357142857142857,0.5,0.375,0.4444444444444444,1.0,0.75,0.4,0.2,0.6090369853454292,0.0,0.25,0.2,1.0,0.8,0.03,1.0,1.6426879851062957e-05,0.023333333333333334,0.0,0.043478260869565216,0.98989898989899,0.9797979797979798,0.6666666666666666,0.02708811461158634
1.0,0.0,0.75,1.0,0.625,0.3333333333333333,1.0,0.75,0.8,0.5,0.49193126308443824,1.0,0.5,0.0,1.0,0.6,0.03333333333333333,1.0,2.8747039739360173e-05,0.05,0.875,0.043478260869565216,1.0,0.9595959595959596,0.3333333333333333,0.052310081832301736
1.0,1.0,0.5357142857142857,0.2,0.625,0.3333333333333333,1.0,0.75,0.2,0.1,0.6178471737613399,1.0,1.0,0.0,1.0,0.2,0.023333333333333334,1.0,3.422266635638116e-05,0.0,0.5,0.043478260869565216,1.0,0.5050505050505051,0.6666666666666666,0.03603634930570044
0.0,0.0,0.6428571428571429,1.0,0.625,0.7777777777777778,1.0,0.25,0.2,0.2,0.5660764131193301,0.0,1.0,0.2,1.0,0.2,0.04666666666666667,0.75,2.0533599813828697e-05,0.08333333333333333,0.625,0.043478260869565216,0.9393939393939394,0.6767676767676768,0.6666666666666666,0.06154809096599207
1.0,0.0,1.0,0.625,0.625,0.3333333333333333,1.0,0.75,0.4,0.2,0.7558879972086532,0.0,0.75,0.1,1.0,1.0,0.05,0.0,0.0,0.03666666666666667,0.25,0.043478260869565216,0.5050505050505051,0.6363636363636364,0.6666666666666666,0.5079398196443888
1.0,0.0,0.5,0.75,0.5,0.1111111111111111,1.0,0.75,0.8,0.5,0.4573447313328681,0.0,0.5,0.2,0.0,0.8,0.072,0.75,1.095125323404197e-05,0.06666666666666667,0.625,0.043478260869565216,0.9595959595959596,0.6868686868686869,0.6666666666666666,0.021246261909729464
0.0,0.0,1.0,1.0,0.625,0.4444444444444444,1.0,0.75,0.8,0.2,0.4467463363572924,1.0,0.75,0.1,1.0,0.8,0.04666666666666667,1.0,2.327141312233919e-05,0.016666666666666666,0.0,0.043478260869565216,0.9696969696969697,0.9696969696969697,0.6666666666666666,0.032373600389456844
1.0,0.0,1.0,0.35,0.625,0.7777777777777778,1.0,0.75,0.4,0.2,0.4287770411723657,0.0,1.0,0.0,0.0,0.2,0.06,0.75,6.844533271276231e-06,0.016666666666666666,0.5,0.043478260869565216,0.6868686868686869,0.7373737373737373,0.6666666666666666,0.2731761596773072
1.0,0.0,1.0,0.25,0.75,0.0,1.0,0.75,0.6,0.8,0.35227669225401254,1.0,1.0,0.0,1.0,0.8,0.03,0.75,8.213439925531478e-06,0.0,0.5,0.043478260869565216,0.6363636363636364,0.6363636363636364,0.6666666666666666,0.9701068688133158
1.0,0.0,0.7142857142857143,0.5,0.5,0.0,1.0,0.25,0.2,0.2,0.5552599441730635,0.0,0.5,0.0,1.0,0.8,0.023333333333333334,0.75,0.0,0.016666666666666666,0.625,0.043478260869565216,0.9696969696969697,0.6868686868686869,0.6666666666666666,0.03187518835338572
0.0,0.0,0.5,0.275,0.375,0.7777777777777778,1.0,0.75,0.8,0.8,0.5406926029309141,1.0,1.0,0.0,1.0,0.2,0.03333333333333333,0.75,1.3689066542552463e-05,0.016666666666666666,0.625,0.043478260869565216,0.9797979797979798,0.9797979797979798,0.6666666666666666,0.09437373948118782
0.0,1.0,0.4642857142857143,0.5,0.625,0.8888888888888888,1.0,0.75,0.8,0.2,0.4482728541521284,1.0,1.0,0.0,1.0,1.0,0.05,0.5,9.582346579786724e-06,0.08333333333333333,0.625,0.043478260869565216,0.98989898989899,0.6868686868686869,0.6666666666666666,0.009261191088856433
0.0,0.0,1.0,1.0,0.625,0.4444444444444444,1.0,0.75,0.8,0.8,0.4737002791346825,1.0,0.75,0.1,0.0,0.8,0.06666666666666667,1.0,3.0115946393615418e-05,0.041666666666666664,0.0,0.043478260869565216,0.9393939393939394,0.9393939393939394,0.6666666666666666,0.14078401372371746
1.0,1.0,1.0,0.275,0.375,0.0,1.0,0.5,0.4,1.0,0.36440160502442426,0.0,0.75,0.0,1.0,0.2,0.02,0.75,9.582346579786724e-06,0.005,0.375,0.043478260869565216,0.6868686868686869,0.9595959595959596,0.6666666666666666,0.017154646822913046
0.0,0.0,0.14285714285714285,0.225,0.5,0.0,1.0,0.75,0.4,0.4,0.4216242149337055,1.0,1.0,0.0,0.0,0.8,0.03333333333333333,0.75,2.7378133085104926e-06,0.02,0.875,0.043478260869565216,0.98989898989899,0.9797979797979798,0.6666666666666666,0.04978324871919697
1.0,0.0,1.0,0.35,0.625,0.8888888888888888,1.0,0.75,0.8,0.8,0.4747470341939986,1.0,1.0,0.0,0.0,0.8,0.03166666666666667,0.75,1.6426879851062957e-05,0.1,0.625,0.043478260869565216,0.98989898989899,1.0,0.6666666666666666,0.04104365162157776
0.0,0.0,1.0,0.35,0.5,0.0,1.0,0.75,0.8,0.2,0.49768841591067686,1.0,0.5,0.0,1.0,0.8,0.05,0.75,8.213439925531478e-06,0.03333333333333333,0.875,0.043478260869565216,0.6767676767676768,0.9797979797979798,0.6666666666666666,0.1272689338618819
1.0,0.0,1.0,0.975,0.625,0.4444444444444444,1.0,0.75,0.4,0.4,0.5216329378925332,1.0,0.75,0.1,1.0,0.2,0.06,0.75,1.3689066542552463e-05,0.058333333333333334,0.875,0.043478260869565216,1.0,0.6868686868686869,0.6666666666666666,0.5449382200894823
0.0,1.0,1.0,0.5,0.125,0.3333333333333333,1.0,0.75,0.4,0.2,0.6677861130495464,0.0,0.5,0.1,1.0,0.8,0.013333333333333334,0.75,1.6426879851062957e-05,0.008333333333333333,0.875,0.043478260869565216,0.5050505050505051,0.5050505050505051,0.6666666666666666,0.027841528154484547
0.0,0.0,0.35714285714285715,0.975,0.25,0.7777777777777778,1.0,0.75,0.8,0.6,0.4392445917655269,0.0,1.0,0.0,1.0,0.8,0.06,0.75,9.582346579786724e-06,0.05,1.0,0.043478260869565216,0.9696969696969697,0.9595959595959596,0.6666666666666666,0.02204603936295987
0.0,0.0,0.5357142857142857,0.45,0.25,0.5555555555555556,0.0,1.0,0.6,0.5,0.3134159106769016,1.0,1.0,0.0,1.0,0.6,0.06666666666666667,1.0,1.5057973196807709e-05,0.0,1.0,0.043478260869565216,0.9696969696969697,0.6666666666666666,0.3333333333333333,0.5945707861000996
0.0,0.0,0.5,0.75,0.5,0.3333333333333333,0.0,0.75,0.8,0.2,0.45677773900907187,0.0,0.75,0.0,1.0,0.8,0.05,0.75,1.3689066542552463e-05,0.03333333333333333,0.0,0.043478260869565216,0.9696969696969697,0.9393939393939394,0.6666666666666666,0.3637364675336718
0.0,1.0,0.7857142857142857,0.475,0.625,0.0,1.0,0.75,0.4,0.4,0.41516922540125606,1.0,1.0,0.0,1.0,0.8,0.016666666666666666,1.0,2.600922643084968e-05,0.0,0.5,0.043478260869565216,0.6666666666666666,0.9595959595959596,0.6666666666666666,0.0331849688202703
1.0,1.0,0.8571428571428571,0.5,0.625,0.8888888888888888,1.0,0.5,0.8,0.7,0.5457519190509421,1.0,1.0,0.0,0.0,0.8,0.04666666666666667,0.75,1.916469315957345e-05,0.05,0.875,0.043478260869565216,0.9393939393939394,0.6363636363636364,0.6666666666666666,0.034170201914829494
1.0,1.0,0.75,0.125,0.625,0.3333333333333333,1.0,0.75,0.2,0.2,0.36270062805303555,1.0,0.25,0.0,0.0,0.8,0.02666666666666667,0.75,6.844533271276231e-06,0.03333333333333333,0.625,0.043478260869565216,0.5050505050505051,1.0,0.6666666666666666,0.018533973155295917
0.0,0.0,1.0,0.975,0.5,0.4444444444444444,1.0,0.75,0.4,0.7,0.5468422889043963,0.0,1.0,0.0,1.0,0.2,0.04,0.5,4.106719962765739e-06,0.025,0.625,0.043478260869565216,0.6363636363636364,0.9696969696969697,0.6666666666666666,0.03257064700836869
0.0,0.0,0.4642857142857143,0.75,0.625,0.8888888888888888,1.0,0.75,0.8,0.2,0.4954640614096302,0.0,1.0,0.0,0.0,0.8,0.056666666666666664,0.75,5.475626617020985e-06,0.008333333333333333,1.0,0.043478260869565216,0.5050505050505051,0.9595959595959596,0.6666666666666666,0.5130978046688457
0.0,0.0,1.0,1.0,0.625,0.3333333333333333,1.0,0.75,0.4,0.2,0.739837752965806,0.0,0.75,0.0,1.0,1.0,0.06666666666666667,0.0,0.0,0.05,0.875,0.043478260869565216,0.6767676767676768,0.9393939393939394,0.6666666666666666,0.22312631847370004
0.0,0.0,0.35714285714285715,0.45,0.625,0.8888888888888888,1.0,0.75,0.4,0.4,0.9283845080251222,1.0,0.75,0.0,1.0,1.0,0.03333333333333333,0.75,1.2320159888297217e-05,0.03333333333333333,0.0,0.043478260869565216,0.6868686868686869,0.9797979797979798,0.6666666666666666,0.033196559797853346
1.0,0.0,0.75,0.15,0.625,0.5555555555555556,1.0,1.0,0.8,0.4,0.3448185624563852,1.0,1.0,0.0,1.0,0.2,0.03333333333333333,0.5,5.475626617020985e-06,0.008333333333333333,0.625,0.043478260869565216,0.98989898989899,0.6666666666666666,0.6666666666666666,0.08457936342351113
0.0,0.0,1.0,1.0,0.875,0.0,1.0,1.0,0.8,0.4,0.3446877180739707,1.0,1.0,0.0,1.0,0.6,0.06666666666666667,1.0,3.422266635638116e-05,0.0,0.375,0.043478260869565216,1.0,0.9696969696969697,0.3333333333333333,0.40634490112896116
0.0,0.0,0.7142857142857143,0.2,0.625,0.4444444444444444,1.0,0.75,0.4,0.0,0.3959787159804606,0.0,0.75,0.2,1.0,0.2,0.018666666666666668,0.75,1.3689066542552463e-05,0.0,0.625,0.043478260869565216,0.9595959595959596,0.9595959595959596,0.6666666666666666,0.166272573428843
1.0,0.0,1.0,0.5,0.375,0.4444444444444444,1.0,0.75,0.4,0.2,0.503794487090021,0.0,0.25,0.1,0.0,0.4,0.05333333333333334,0.0,1.3689066542552463e-06,0.014,0.0,0.043478260869565216,0.6868686868686869,0.6868686868686869,0.6666666666666666,0.8018870111505204
0.0,0.0,1.0,0.5,0.5,0.8888888888888888,0.0,0.75,0.6,0.8,0.332562805303559,0.0,0.75,0.0,0.0,0.2,0.03,0.75,1.095125323404197e-05,0.0,0.0,0.043478260869565216,1.0,0.6666666666666666,0.6666666666666666,0.020550803254746505
0.0,0.0,0.5,0.6,0.5,0.7777777777777778,1.0,0.75,0.4,0.2,0.44081472435450103,1.0,0.75,0.1,1.0,0.2,0.03,1.0,1.3689066542552463e-05,0.01,1.0,0.043478260869565216,0.9393939393939394,0.9595959595959596,0.6666666666666666,0.011811206157127292
1.0,0.0,1.0,0.5,0.625,0.3333333333333333,1.0,0.75,0.8,0.5,0.542655268667132,1.0,0.75,0.1,0.0,0.6,0.03,1.0,1.6426879851062957e-05,0.016666666666666666,0.0,0.043478260869565216,0.9696969696969697,0.6767676767676768,0.3333333333333333,0.03370656281150752
0.0,0.0,1.0,0.375,0.75,0.4444444444444444,1.0,0.75,0.8,0.2,0.4713450802512212,1.0,1.0,0.1,1.0,0.8,0.04666666666666667,1.0,2.4640319776594433e-05,0.0,1.0,0.043478260869565216,0.5050505050505051,0.6767676767676768,0.6666666666666666,0.2474905533532698
0.0,0.0,0.35714285714285715,0.775,0.5,0.4444444444444444,1.0,0.75,0.8,0.6,0.5883199581297976,0.0,0.5,0.1,1.0,0.2,0.03,0.75,1.5057973196807709e-05,0.025,0.375,0.043478260869565216,0.9797979797979798,0.6767676767676768,0.6666666666666666,0.3736931172775112
1.0,0.0,1.0,1.0,0.625,0.4444444444444444,1.0,0.75,0.8,0.4,0.5431350314026517,1.0,0.75,0.2,1.0,0.8,0.05616666666666666,1.0,3.285375970212591e-05,0.008333333333333333,0.125,0.043478260869565216,0.6767676767676768,0.6868686868686869,0.6666666666666666,0.06616130004404572
0.0,1.0,1.0,0.5,0.375,0.2222222222222222,0.0,1.0,0.4,0.8,0.3268056524773203,0.0,1.0,0.0,1.0,0.2,0.18333333333333332,0.75,2.0533599813828697e-05,0.008333333333333333,0.125,0.043478260869565216,0.9595959595959596,0.6666666666666666,0.6666666666666666,0.24117347057050792
0.0,1.0,0.5,0.25,0.5,0.4444444444444444,1.0,0.75,0.6,0.5,0.43409804605722263,1.0,0.5,0.1,1.0,0.2,0.04666666666666667,0.75,1.77957865053182e-05,0.009833333333333333,1.0,0.043478260869565216,0.6363636363636364,1.0,0.6666666666666666,0.04343139300368593
1.0,1.0,0.6428571428571429,0.5,0.625,0.7777777777777778,1.0,0.75,0.8,0.5,0.5248604326587578,1.0,1.0,0.0,1.0,0.2,0.03333333333333333,1.0,2.190250646808394e-05,0.03333333333333333,0.5,0.043478260869565216,0.9797979797979798,0.9393939393939394,0.6666666666666666,0.040661149361337134
1.0,0.0,1.0,1.0,0.625,0.7777777777777778,1.0,0.75,0.8,0.2,0.4757937892533147,0.0,0.75,0.2,1.0,1.0,0.1,0.0,0.0,0.08333333333333333,1.0,0.043478260869565216,0.9797979797979798,0.7373737373737373,0.6666666666666666,0.1647541553654635
0.0,0.0,0.35714285714285715,0.75,0.5,0.3333333333333333,1.0,0.75,0.4,0.2,0.775427424982554,0.0,0.5,0.0,1.0,1.0,0.08333333333333333,0.0,5.475626617020985e-06,0.05,0.125,0.043478260869565216,0.9393939393939394,0.98989898989899,0.6666666666666666,0.03676658089343255
1.0,1.0,1.0,0.5,0.5,0.4444444444444444,1.0,0.75,0.4,0.2,0.5021807397069086,1.0,1.0,0.0,1.0,0.8,0.005666666666666667,0.75,6.844533271276231e-06,0.06666666666666667,1.0,0.08695652173913043,0.9595959595959596,0.9595959595959596,0.6666666666666666,0.8946148318149152
1.0,1.0,0.6428571428571429,0.45,0.625,0.7777777777777778,1.0,0.0,0.2,0.2,0.46938241451500345,0.0,0.75,0.1,1.0,0.2,0.03333333333333333,0.75,1.916469315957345e-05,0.03333333333333333,1.0,0.043478260869565216,0.9797979797979798,0.9696969696969697,0.6666666666666666,0.02722720634258293
0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.75,0.4,0.4,0.417437194696441,0.0,0.75,0.2,0.0,0.8,0.023333333333333334,0.75,3.969829297340214e-05,0.0,0.75,0.043478260869565216,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.031202911653568862
0.0,0.0,1.0,0.4,0.5,0.0,1.0,0.75,0.4,0.6,0.7130146545708305,0.0,0.75,0.0,1.0,0.8,0.028333333333333332,0.75,1.2320159888297217e-05,0.025,0.25,0.043478260869565216,0.6666666666666666,1.0,0.6666666666666666,0.030356770290006257
0.0,0.0,1.0,0.5,0.625,0.6666666666666666,1.0,0.75,0.4,0.2,0.3967201674808095,1.0,1.0,0.0,1.0,0.2,0.032,1.0,1.5057973196807709e-05,0.004666666666666667,0.875,0.043478260869565216,0.6666666666666666,0.98989898989899,0.6666666666666666,0.6739573915664047
0.0,1.0,0.5357142857142857,0.2,0.5,0.3333333333333333,1.0,0.75,0.4,0.0,0.6033670621074668,0.0,0.75,0.0,0.0,0.2,0.015333333333333332,0.75,5.475626617020985e-06,0.0,0.0,0.043478260869565216,0.98989898989899,0.9797979797979798,0.6666666666666666,0.047801191552495535
1.0,0.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.75,0.8,0.8,0.6784281228192602,0.0,0.75,0.2,1.0,0.2,0.03666666666666667,0.75,1.6426879851062957e-05,1.6666666666666667e-05,0.5,0.043478260869565216,0.5050505050505051,1.0,0.6666666666666666,0.07981547163687785
0.0,0.0,0.5,0.35,0.625,0.5555555555555556,1.0,0.75,0.8,0.1,0.5187543614794139,1.0,1.0,0.0,1.0,0.8,0.03333333333333333,0.75,1.095125323404197e-05,0.016666666666666666,0.875,0.043478260869565216,0.98989898989899,0.6363636363636364,0.6666666666666666,0.2032246099636043
0.0,0.0,1.0,1.0,0.625,0.3333333333333333,1.0,0.75,0.4,0.2,0.4789340544312631,1.0,1.0,0.0,1.0,0.8,0.06,0.75,2.7378133085104926e-06,0.1,0.875,0.043478260869565216,1.0,0.9595959595959596,0.6666666666666666,0.12915826320791896
0.0,1.0,1.0,0.35,0.5,1.0,1.0,1.0,0.6,0.6,0.3581646894626657,1.0,1.0,0.0,1.0,0.2,0.016666666666666666,0.75,1.5057973196807709e-05,0.016666666666666666,0.625,0.043478260869565216,0.9595959595959596,0.5050505050505051,0.6666666666666666,0.021953311542295476
1.0,0.0,1.0,0.375,0.5,0.8888888888888888,1.0,0.75,0.6,0.6,0.3828506629448709,1.0,1.0,0.0,0.0,0.8,0.02666666666666667,0.75,1.6426879851062957e-05,0.0,0.625,0.043478260869565216,0.6363636363636364,0.9595959595959596,0.6666666666666666,0.029823585321185987
